title,url,address,latitude,longitude,price,info,description
2 Bedroom Apt for Rent in Paradise,https://www.kijiji.ca/v-apartments-condos/st-johns/2-bedroom-apt-for-rent-in-paradise/1742489759,"1591 Topsail Road, Paradise, NL",47.529525294681,-52.869054187494,$1400,Bedrooms: 2 *** Bathrooms: 1 *** Size (sq ft): 500 *** Pets Allowed: No *** Lease Length: one-year,"Two Bedroom , Washer/Dryer, Fridge/Stove Dishwasher, View of Neal&apos;s pond, Close to walking trails, Short walk to Shopping. Please call Eric at 579-0983 for viewing and information $ 1,400 a month ..."
"17 Wiltshire Avenue Paradise, Newfoundland &amp; Labrador",https://www.kijiji.ca/v-apartments-condos/st-johns/17-wiltshire-avenue-paradise-newfoundland-labrador/1742476118,"Wiltshire Avenue, Paradise, NL, A1L4L8",47.534603554539,-52.881384134703,$2400,Bedrooms: 3 *** Bathrooms: 2 *** Size (sq ft): 0 *** Pets Allowed: No *** Lease Length: Not Available,"Welcome to this newer three-bedroom split-entry home located in the sought-after Adams Pond area. Designed with comfort and functionality in mind, this modern rental offers a bright, open layout with ..."
"101 Lemarchant Road St.John&apos;s, Newfoundland &amp; Labrador",https://www.kijiji.ca/v-apartments-condos/st-johns/101-lemarchant-road-st-johns-newfoundland-labrador/1741073123,"Lemarchant Road, St.John&apos;s, NL, A1C2H1",47.560643005446,-52.717792015857,$2600,Bedrooms: 2 *** Bathrooms: 2 *** Size (sq ft): 0 *** Pets Allowed: No *** Lease Length: Not Available,"High-quality, spacious, fully furnished executive main-floor suite available September 1. This beautifully renovated 2-bedroom, 2-bathroom home offers a modern, comfortable living experience, ..."
BEAUTIFULLY FURNISHED EXECUTIVE DOWNTOWN CONDO,https://www.kijiji.ca/v-apartments-condos/st-johns/beautifully-furnished-executive-downtown-condo/1739706067,"St. John&apos;s, NL A1A 5C4",47.612636851898,-52.699062904669,$2000,Bedrooms: 2 *** Bathrooms: 1 *** Size (sq ft): 840 *** Pets Allowed: No *** Lease Length: one-year,"Beautifully appointed executive two-bedroom condominium within walking distance of downtown St. John’s, NL, close to the business district, shops, restaurants and pubs; and less than ten minutes by ..."
3-BEDROOM MAIN FLOOR | 61 REID ST ST. JOHN’S,https://www.kijiji.ca/v-apartments-condos/st-johns/3-bedroom-main-floor-61-reid-st-st-john-s/1742435417,"St. John&apos;s, NL A1E 2K8",47.527528180521,-52.756282553429,$2000,Bedrooms: 3 *** Bathrooms: 1 *** Size (sq ft): 1150 *** Pets Allowed: No *** Lease Length: one-year,3-bedroom main-floor apartment at 61 Reid Street available for 1 year lease starting Oct 1. Quiet residential street next to Bowring Park. - 3 bedrooms - Bright and spacious living and dining area - ...
"206 Main Road St. John&apos;s, Newfoundland &amp; Labrador",https://www.kijiji.ca/v-apartments-condos/st-johns/206-main-road-st-johns-newfoundland-labrador/1742425830,"Main Road, St. John&apos;s, NL, A1S1H8",47.454744469121,-52.771890495332,$2000,Bedrooms: 3 *** Bathrooms: 1 *** Size (sq ft): 0 *** Pets Allowed: No *** Lease Length: Not Available,"Unfurnished three bedroom, two storey, attached rental unit. One year lease required. The apartment is attached to a commercial enterprise. Spacious and roomy. Now smoking/vaping of any kind in or ..."
"91 Springfield Road South River, Newfoundland &amp; Labrador",https://www.kijiji.ca/v-apartments-condos/st-johns/91-springfield-road-south-river-newfoundland-labrador/1742424699,"Springfield Road, South River, NL, A0A3V0",47.527947689928,-53.277280279031,$1400,Bedrooms: 4 *** Bathrooms: 2 *** Size (sq ft): 0 *** Pets Allowed: No *** Lease Length: Not Available,"Imagine starting your morning where life feels just a little less hurried. Coffee is brewing, sunlight is spilling across the hardwood floors and outside, South River is quietly beginning its day. ..."
Cozy small one bedroom apartment in the heart of downtown,https://www.kijiji.ca/v-apartments-condos/st-johns/cozy-small-one-bedroom-apartment-in-the-heart-of-downtown/1742404672,"24 Old Placentia Road, Mount Pearl, NL",47.512286988791,-52.829382975041,$1000,Bedrooms: 1.5 *** Bathrooms: 1 *** Size (sq ft): 400 *** Pets Allowed: No *** Lease Length: one-year,Newly renovated one bedroom apartment on Gill street in the heart of downtown
2 Bedroom and 1 Bath fully furnished apartment for rent,https://www.kijiji.ca/v-apartments-condos/st-johns/2-bedroom-and-1-bath-fully-furnished-apartment-for-rent/1742402419,"St. John&apos;s, NL A1A 1E7",47.578910043267,-52.689569980227,$1840,Bedrooms: 2 *** Bathrooms: 1 *** Size (sq ft): 500 *** Pets Allowed: Yes *** Lease Length: month-to-month,"fully furnished 2 bedroom and 1 bath apartment in secured building, fully furnished right opposite shoppers drug mart, dollarama and good life fitness. Short term lease minimum 6 months. Call for ..."
Apartment For Rent,https://www.kijiji.ca/v-apartments-condos/st-johns/apartment-for-rent/1742385958,"Paradise, NL A1L 3Y8",47.542718745555,-52.899908140721,$1350,Bedrooms: 2 *** Bathrooms: 1 *** Size (sq ft): 1 *** Pets Allowed: No *** Lease Length: one-year,"2 bedroom 1 bathroom, above ground, apartment for rent in Paradise. Available from 1st september. No smoking or pets. Tenants references are required. Text 709-315-8090 for more information . 1 yr ..."
"6A Gilmore Street St John&apos;s, Newfoundland &amp; Labrador",https://www.kijiji.ca/v-apartments-condos/st-johns/6a-gilmore-street-st-johns-newfoundland-labrador/1742379686,"Gilmore Street, St John&apos;s, NL, A1A5E9",47.597210153595,-52.732750102072,$1400,Bedrooms: 2 *** Bathrooms: 1 *** Size (sq ft): 0 *** Pets Allowed: No *** Lease Length: Not Available,"This well-maintained 2-bedroom basement apartment available for rent at $1,400 per month plus POU. This unit offers a functional layout with two bedrooms, one bathroom, a comfortable recreation room, ..."
House for Rent St. John’s Newfoundland,https://www.kijiji.ca/v-apartments-condos/st-johns/house-for-rent-st-john-s-newfoundland/1742350145,"St. John&apos;s, NL A1B 3M4, Canada",47.565025923571,-52.759981654938,$2000,Bedrooms: 3.5 *** Bathrooms: 1.5 *** Size (sq ft): 1500 *** Pets Allowed: No *** Lease Length: month-to-month,"Townhouse for rent. 11 Cumberland Crescent St. John’s. $2000 per month. Close to Avalon Mall, Mun, etc. Fridge, stove, dishwasher included. Three levels. For more information please inquire via ..."
Unit 2 - 91-95 Pennywell Road: Spacious One Bedroom Apartment,https://www.kijiji.ca/v-apartments-condos/st-johns/unit-2-91-95-pennywell-road:-spacious-one-bedroom-apartment/1742318107,"91-95 Pennywell Road, St. John&apos;s, NL, A1C 2L2",47.56221429797,-52.72065627981,$950,Bedrooms: 1 *** Bathrooms: 1 *** Size (sq ft): 0 *** Pets Allowed: No *** Lease Length: one-year,"91-95 Pennywell Road, Unit 2, is a newly painted spacious one bedroom apartment located in Downtown St. John&apos;s. It is within walking distance of many bus stops (Routes 2, 10, and 11), the Capital ..."
"1 bedroom downtown apt, fully furnished, all inclusive",https://www.kijiji.ca/v-apartments-condos/st-johns/1-bedroom-downtown-apt-fully-furnished-all-inclusive/1740379513,"St. John&apos;s, NL A1E 1V3",47.548530631488,-52.746685190474,$1950,Bedrooms: 1 *** Bathrooms: 1 *** Size (sq ft): 850 *** Pets Allowed: No *** Lease Length: one-year,"Available Sept 1st, a bright, spacious, fully furnished and equipped, 1 bedroom, downtown apt. Room off the living room ideal for office. Fantastic view historic downtown, both from inside and from a ..."
"32 Wyatt Boulevard Mount Pearl, Newfoundland &amp; Labrador",https://www.kijiji.ca/v-apartments-condos/st-johns/32-wyatt-boulevard-mount-pearl-newfoundland-labrador/1742282911,"Wyatt Boulevard, Mount Pearl, NL, A1N3H7",47.535278917026,-52.802041064691,$2300,Bedrooms: 3 *** Bathrooms: 1 *** Size (sq ft): 0 *** Pets Allowed: No *** Lease Length: Not Available,Welcome to 32 Wyatt Boulevard in Mount Pearl. This three bedroom one bathroom main apartment nestled away in one of the cities most established and family friendly neighbourhoods is waiting for you ...
"A spacious, renovated 2-bedroom basement apartment in St.John&apos;s",https://www.kijiji.ca/v-apartments-condos/st-johns/a-spacious-renovated-2-bedroom-basement-apartment-in-st-johns/1742209157,"St. John&apos;s, NL A1A 4W3",47.608557966356,-52.713396042918,$1200,Bedrooms: 2 *** Bathrooms: 1 *** Size (sq ft): 1000 *** Pets Allowed: No *** Lease Length: one-year,"A spacious, renovated 2-bedroom basement apartment, approximately 1,000 sqft, located on Paddy Dobbin Dr in St. John’s, is now available for rent. It includes a living room, kitchen, and laundry ..."
Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/st-johns/apartment-for-rent/1742197405,"3 Crimson St, Paradise, NL",47.540292310314,-52.897189889521,$1200,Bedrooms: 1 *** Bathrooms: 1 *** Size (sq ft): 01 *** Pets Allowed: No *** Lease Length: month-to-month,"Listing Details: For Rent: Oct. 1/26. 1 bedroom, 1 bathroom basement apartment. Ideal for 1 person. F/S, W/D, dehumidifier incl. N/P, N/S. POU. Dam dep required. Parking for 1. Snow clearing ..."
Spacious 5-Bed Family Home in East End St. John,https://www.kijiji.ca/v-apartments-condos/st-johns/spacious-5-bed-family-home-in-east-end-st-john/1742087557,"St. John&apos;s, NL A1A 2S2",47.592566300925,-52.716772692612,$2500,Bedrooms: 5 *** Bathrooms: 2 *** Size (sq ft): 2072 *** Pets Allowed: No *** Lease Length: one-year,"*Available:* September *Re/nt:* $2,500/month POU (Plus Own Utilities) *Lease Term:* 1-Year Fixed-Term (with long-term renewal potential) *Security Deposit:* $1,875 (75% of one month&apos;s rent) *The ..."
"11 Fort Waldegrave OTHER St. John&apos;s, Newfoundland &amp; Labrador",https://www.kijiji.ca/v-apartments-condos/st-johns/11-fort-waldegrave-other-st-johns-newfoundland-labrador/1740695876,"Fort Waldegrave OTHER, St. John&apos;s, NL, A1C2C4",47.572044510195,-52.70231776531,$3600,Bedrooms: 2 *** Bathrooms: 2 *** Size (sq ft): 0 *** Pets Allowed: No *** Lease Length: Not Available,11 Fort Waldegrave was custom built for the current owner about 20 years ago and the location is among the best in the Battery with the most extraordinary view from the two level deck from where one ...
"185 Castle Bridge Drive St. John&apos;s, Newfoundland &amp; Labrador",https://www.kijiji.ca/v-apartments-condos/st-johns/185-castle-bridge-drive-st-johns-newfoundland-labrador/1740695218,"Castle Bridge Drive, St. John&apos;s, NL, A1H0C7",47.513784164336,-52.79505447149,$2500,Bedrooms: 3 *** Bathrooms: 2 *** Size (sq ft): 0 *** Pets Allowed: No *** Lease Length: Not Available,": Three-bedroom, two bathroom split entrance with a garage boasts an open concept living room and kitchen with 9&apos; ceilings, crown mouldings, door headers and hardwood flooring and staircase. Main ..."
"Charming Single family 2-BR, 2 Bath Home Situated in a Beautiful",https://www.kijiji.ca/v-apartments-condos/st-johns/charming-single-family-2-br-2-bath-home-situated-in-a-beautiful/1742005745,"St. John&apos;s, NL A1A 4E4",47.599799925275,-52.706502262832,$2600,Bedrooms: 2 *** Bathrooms: 2 *** Size (sq ft): 1800 *** Pets Allowed: No *** Lease Length: one-year,"Welcome to 51 Maunders Lane! This charming single-family home features two bedrooms plus an office and two full bathrooms. The cozy kitchen is equipped with a fridge, stove, and dishwasher, and ..."
"House For Rent  on Patrick St., St. John’s",https://www.kijiji.ca/v-apartments-condos/st-johns/house-for-rent-on-patrick-st-st-john-s/1742002031,"St. John&apos;s, NL A1E 2S5, Canada",47.553280907475,-52.717298824674,$2300,Bedrooms: 3 *** Bathrooms: 1 *** Size (sq ft): 1800 *** Pets Allowed: No *** Lease Length: month-to-month,"A bright and stylish home for rent. A 5 min walk to downtown, neighbouring the luxurious Spa at the Monastery. The home has been fully renovated to retain the original charm, including original ..."
3 Bedroom 1 Bathroom House,https://www.kijiji.ca/v-apartments-condos/st-johns/3-bedroom-1-bathroom-house/1741990101,"Scammell Crescent, Mount Pearl, NL A1N 2G1",47.517096432626,-52.817563577783,$2350,Bedrooms: 3 *** Bathrooms: 1 *** Size (sq ft): 1100 *** Pets Allowed: No *** Lease Length: one-year,"Spacious and well-maintained 3-bedroom, 1-bathroom home located right in the heart of Mount Pearl (Scammell Crescent). Featuring a large rec room, and private deck. This home is perfect for a family, ..."
Beautiful 3 Bed 1.5 Bath Downtown St. John’s,https://www.kijiji.ca/v-apartments-condos/st-johns/beautiful-3-bed-1-5-bath-downtown-st-john-s/1741968972,"St. John&apos;s, NL A1C 4L4",47.564484410716,-52.71774499338,$2100,Bedrooms: 3 *** Bathrooms: 1.5 *** Size (sq ft): 1200 *** Pets Allowed: No *** Lease Length: one-year,"Beautifully renovated downtown property offering the perfect blend of character and convenience. Stripped to the studs and extensively updated just two years ago, this move-in ready home features 3 ..."
FOR RENT – 2-BEDROOM APARTMENT IN TORBAY,https://www.kijiji.ca/v-apartments-condos/st-johns/for-rent-2-bedroom-apartment-in-torbay/1741955530,"Torbay, NL A1K 1A5",47.647070632152,-52.730983622713,$1400,Bedrooms: 2 *** Bathrooms: 1 *** Size (sq ft): 800 *** Pets Allowed: No *** Lease Length: one-year,"FOR RENT – 2-BEDROOM APARTMENT IN TORBAY Recently renovated top-level 2-bedroom apartment with lots of natural light and a modern, open-concept layout. Features: 2 spacious bedrooms Open-concept ..."
2 Bedroom Apartment - St John&apos;s East End,https://www.kijiji.ca/v-apartments-condos/st-johns/2-bedroom-apartment-st-johns-east-end/1741922536,"2 The Boulevard, St. John&apos;s, NL, A1A 4A1",47.578239993927,-52.703335998907,$1495,Bedrooms: 2 *** Bathrooms: 1 *** Size (sq ft): 0 *** Pets Allowed: No *** Lease Length: one-year,"Rutledge Manor offers the perfect blend of comfort, location, and lifestyle on the east end of St. Johns. Just minutes from Quidi Vidi Lake, King George V Soccer Complex, scenic walking trails, ..."
"3 Bedroom Apartment, Near MUN/Farmers Market. Available Sept. 1",https://www.kijiji.ca/v-apartments-condos/st-johns/3-bedroom-apartment-near-mun-farmers-market-available-sept-1/1741910331,"St. John&apos;s, NL A1B 1G4, Canada",47.561415712145,-52.738671001391,$2250,Bedrooms: 3 *** Bathrooms: 1 *** Size (sq ft): 900 *** Pets Allowed: No *** Lease Length: one-year,"Clean, bright 3 bedroom apartment located near MUN. Ideal for working professional and/or Mature students. Please contact for application. Features Include: 3 bedroom, 1 bath Parking for 1 (possibly ..."
"207 B New Gower Street St. John&apos;s, Newfoundland &amp; Labrador",https://www.kijiji.ca/v-apartments-condos/st-johns/207-b-new-gower-street-st-johns-newfoundland-labrador/1739115936,"B New Gower Street, St. John&apos;s, NL, A1C1J8",47.559816018478,-52.712837806699,$2175,Bedrooms: 3 *** Bathrooms: 1 *** Size (sq ft): 0 *** Pets Allowed: No *** Lease Length: Not Available,"Welcome to this bright and inviting , fully furnished , 3 bedroom apartment. Featuring an open concept layout with plenty natural light, this space offers a seamless blend of modern updates and ..."
"21 Front Road Dildo, Newfoundland &amp; Labrador",https://www.kijiji.ca/v-apartments-condos/st-johns/21-front-road-dildo-newfoundland-labrador/1740473084,"Front Road, Dildo, NL, A0B1P0",47.575523838203,-53.559389157947,$2300,Bedrooms: 2 *** Bathrooms: 2 *** Size (sq ft): 0 *** Pets Allowed: No *** Lease Length: Not Available,"Available from October 1st to the end of May, this beautifully maintained 2+1 bedroom, 2-bathroom home in the heart of scenic Dildo is the perfect spot for anyone looking to experience relaxed ..."
2 Bedroom + Study House for Rent - Bannerman Park Area,https://www.kijiji.ca/v-apartments-condos/st-johns/2-bedroom-study-house-for-rent-bannerman-park-area/1741824175,"St. John&apos;s, NL A1C 1S5",47.569917769902,-52.70491732876,$2400,Bedrooms: 2 *** Bathrooms: 1 *** Size (sq ft): 1200 *** Pets Allowed: No *** Lease Length: one-year,"2 Bedroom + Study House for Rent – Downtown St. John’s (Bannerman area) Available for rent is a charming, mostly furnished 2-bedroom plus study home on Bond Street in the heart of downtown St. ..."
Furnished 1 Bdrm Downtown ,https://www.kijiji.ca/v-apartments-condos/st-johns/furnished-1-bdrm-downtown/1741782723,"St. John&apos;s, NL A1C 1V3",47.564414338006,-52.712246297259,$1800,Bedrooms: 1 *** Bathrooms: 1 *** Size (sq ft): 800 *** Pets Allowed: No *** Lease Length: one-year,"Available end of August to end of May. Conveniently located on the top of Longs Hill; near bus stop, grocery store. Furnished 1 bedroom, 1 bathroom, kitchenette, access to washer/dryer in the ..."
"58 Pasadena Crescent Unit#310 St. John&apos;s, Newfoundland &amp; Labrado",https://www.kijiji.ca/v-apartments-condos/st-johns/58-pasadena-crescent-unit-310-st-johns-newfoundland-labrado/1741766630,"Pasadena Crescent Unit#310, St. John&apos;s, NL, A1E4S2",47.533066313496,-52.756289761866,$1800,Bedrooms: 2 *** Bathrooms: 1 *** Size (sq ft): 0 *** Pets Allowed: No *** Lease Length: Not Available,"Available For Lease - Beautiful 2-bedroom condo located in a prime west end St. John&apos;s neighborhood. Within walking distance to Sobeys, Lawtons, and the Village Mall, this top-level unit has been ..."
" BEAUTIFULLY FURNISHED, ALL-INCL APARTMENT Avail Oct-May",https://www.kijiji.ca/v-apartments-condos/st-johns/beautifully-furnished-all-incl-apartment-avail-oct-may/1741732685,"St. John&apos;s, NL A1C",47.511244685,-52.662499849,$1550,Bedrooms: 0 *** Bathrooms: 1 *** Size (sq ft): 1000 *** Pets Allowed: No *** Lease Length: month-to-month,"This bright, newly renovated and thoughtfully furnished apartment is available for a fixed-term rental. It would be an ideal home for a responsible student or working professional looking for a ..."
Bright &amp; Welcoming 3-BR Main Floor Churchill Square Home with Ut,https://www.kijiji.ca/v-apartments-condos/st-johns/bright-welcoming-3-br-main-floor-churchill-square-home-with-ut/1741583371,"St. John&apos;s, NL A1B 2Z8",47.573356948594,-52.724405672739,$2600,Bedrooms: 3 *** Bathrooms: 1 *** Size (sq ft): 1200 *** Pets Allowed: No *** Lease Length: one-year,"Welcome to 31 1/2 Allandale Road! As you enter this charming main-floor unit, you will notice how bright and welcoming it feels. The warm hardwood floors throughout and the spacious layout make it ..."
One or 3 bedrooms Apartments for rent,https://www.kijiji.ca/v-apartments-condos/st-johns/one-or-3-bedrooms-apartments-for-rent/1741540685,"St. John&apos;s, NL A1E 2B4",47.538672884711,-52.738267161296,$1850,Bedrooms: 3 *** Bathrooms: 1 *** Size (sq ft): 1500 *** Pets Allowed: No *** Lease Length: one-year,Large 3 bedrooms mainfloor apartment near the village mall available to rent by September 1 or earlier if needed. References required please. Rent is 1850 per month plus utilities. I also have one ...
Utilities Included - 3 Bedroom 1 Bathroom House,https://www.kijiji.ca/v-apartments-condos/st-johns/utilities-included-3-bedroom-1-bathroom-house/1741511468,"St. John&apos;s, NL A1C 5G1",47.559584727306,-52.730451623318,$2500,Bedrooms: 3 *** Bathrooms: 1 *** Size (sq ft): 1500 *** Pets Allowed: No *** Lease Length: one-year,"Recently renovated 3 bedroom house in the heart of st.john&apos;s. Close to downtown, st.claire&apos;s hospital, and MUN."
"2 Bed, 2 Bath Condo for Rent – 21 Church Hill, Downtown St. John",https://www.kijiji.ca/v-apartments-condos/st-johns/2-bed-2-bath-condo-for-rent-21-church-hill-downtown-st-john/1741413767,"St. John&apos;s, NL A1C 3Z8",47.564815370163,-52.708382072257,$2600,Bedrooms: 2 *** Bathrooms: 2 *** Size (sq ft): 1100 *** Pets Allowed: No *** Lease Length: one-year,"2 Bed, 2 Bath Condo for Rent – 21 Church Hill, Downtown St. John’s Available October 1, 2026 Bright, spacious, well-maintained 2-bedroom, 2-full bathroom condo in a secure five-storey building in the ..."
Short Term/Long Term Rentals,https://www.kijiji.ca/v-apartments-condos/st-johns/short-term-long-term-rentals/1666735630,"Higgins Line, St. John&apos;s, NL",47.595267997866,-52.726335019211,$1575,Bedrooms: 0 *** Bathrooms: 1 *** Size (sq ft): 400 *** Pets Allowed: No *** Lease Length: one-year,Contact us directly for more information. info@latitudelivingstjohns.ca Visit https://latitudelivingstjohns.ca/ for application process. Find Your Perfect Fit at Latitude Living: Fully Furnished ...
2 bedroom apartment for rent,https://www.kijiji.ca/v-apartments-condos/st-johns/2-bedroom-apartment-for-rent/1740849747,"St. John&apos;s, NL A1A 1W1",47.583960642844,-52.707570368754,$2200,Bedrooms: 2 *** Bathrooms: 1 *** Size (sq ft): 964 *** Pets Allowed: No *** Lease Length: one-year,"2 bedroom apartment in a detached house in the city’s east end located to all conveniences. 6 minute drive to Health Science Centre/Hospital, 6 minute drive to MUN. Garage, shared drive way, and ..."
New &amp; Clean Above Ground 2 Bedroom Basement Apartment for Rent.,https://www.kijiji.ca/v-apartments-condos/st-johns/new-clean-above-ground-2-bedroom-basement-apartment-for-rent/1740705550,"St. John&apos;s, NL A1B 5C4",47.545603209895,-52.793599624556,$1385,Bedrooms: 2 *** Bathrooms: 1 *** Size (sq ft): 1050 *** Pets Allowed: No *** Lease Length: one-year,"New &amp; Clean Above Ground 2 Bedroom Basement Apartment for Rent. Seeking non-smoking, non vaping tenants, who will lease for minimum of 1 year Mature professional couples preferred. Personal and Job ..."
one bedroom apartment for rent,https://www.kijiji.ca/v-apartments-condos/st-johns/one-bedroom-apartment-for-rent/1740610682,"Waterford Valley, St. John&apos;s, A1E4G1",47.5389102183,-52.734207051217,$1000,Bedrooms: 1 *** Bathrooms: 1 *** Size (sq ft): 800 *** Pets Allowed: No *** Lease Length: one-year,For rent one bedroom apartment close to Bowring Park Pou Furnished 7097644801
"Heritage Home for Rent in Holyrood, NL",https://www.kijiji.ca/v-apartments-condos/st-johns/heritage-home-for-rent-in-holyrood-nl/1740547282,"Holyrood, NL A0A 2R0",47.345126358487,-53.142951397757,$2350,Bedrooms: 3 *** Bathrooms: 3 *** Size (sq ft): 1700 *** Pets Allowed: No *** Lease Length: month-to-month,"3 bedroom heritage home located in Holyrood, NL., Each bedroom has an ensuite bathroom. Full kitchen and living/dining room. Washer, dryer, fridge, stove, dish washer, microwave, all kitchen utensils ..."
House for rent in Broad Cove (south Dildo),https://www.kijiji.ca/v-apartments-condos/st-johns/house-for-rent-in-broad-cove-south-dildo/1740513279,"Dildo, NL A0B 1P0, Canada",47.575523838203,-53.559389157947,$1250,Bedrooms: 2 *** Bathrooms: 1 *** Size (sq ft): 900 *** Pets Allowed: No *** Lease Length: one-year,"2-Bedroom Ground-Level Apartment for Rent Available: July 15 or August 1st 2026 Enjoy quiet coastal living in South Dildo, NL. This ground-level Unit B has its own entrance and offers 2 bedrooms, 1 ..."
Bright &amp; Spacious 2 Bedroom + Den For Rent  On The Boulevard,https://www.kijiji.ca/v-apartments-condos/st-johns/bright-spacious-2-bedroom-den-for-rent-on-the-boulevard/1737711473,"St. John&apos;s, NL A1C 4J2",47.564787667973,-52.71674863655,$2300,Bedrooms: 2.5 *** Bathrooms: 1 *** Size (sq ft): 1100 *** Pets Allowed: No *** Lease Length: one-year,Please read ad in its entirety prior to responding with questions. Apartment is currently rented short term until the first week of September. Insurance stays welcome. Can be Ideal for families ...
Room (1 year lease prefer) for rent,https://www.kijiji.ca/v-apartments-condos/st-johns/room-1-year-lease-prefer-for-rent/1740397469,"St. John&apos;s, NL A1E",47.536188984,-52.753022265,$599,Bedrooms: 1 *** Bathrooms: 1 *** Size (sq ft): 399 *** Pets Allowed: No *** Lease Length: one-year,Room available in a decent house. Max: one person per room. It is decent above-grade room (in quiet location near park) available. Price: 599 including water and internet (electricity is shared). ...
Heat &amp; Light included!! Apartment for rent- St. John’s,https://www.kijiji.ca/v-apartments-condos/st-johns/heat-light-included-apartment-for-rent-st-john-s/1740387893,"NL-1, St. John&apos;s, NL, A1E1Y8",47.542849126059,-52.735208856284,$1950,Bedrooms: 2 *** Bathrooms: 1 *** Size (sq ft): 950 *** Pets Allowed: No *** Lease Length: month-to-month,"Newly renovated two bedroom basement apartment located in desirable west end St. John’s. Heat, light, internet, w/d/f/s and parking for one included. Located directly on bus route, close to ..."
Executive 3-BR 3.5-BA | Garage | Furnished | Near MUN &amp; HSC,https://www.kijiji.ca/v-apartments-condos/st-johns/executive-3-br-3-5-ba-garage-furnished-near-mun-hsc/1740316005,"St. John&apos;s, NL A1C 0A3",47.568705914341,-52.722693836653,$2700,Bedrooms: 3 *** Bathrooms: 3.5 *** Size (sq ft): 2200 *** Pets Allowed: No *** Lease Length: one-year,"Ideal for a physician, faculty member, post doc, or remote-working professional. Available for rent is this spacious and beautifully maintained executive townhouse offering over 2,000 square feet of ..."
"Move-in Ready Downtown Furnished Studio, Utilities Included",https://www.kijiji.ca/v-short-term-rental/st-johns/move-in-ready-downtown-furnished-studio-utilities-included/1741647456,"St. John&apos;s, NL A1C 2C6",47.570979924673,-52.705480257378,$1400,Bedrooms: 7 *** Bathrooms: 1 *** Pets Allowed: No,"Available October 1, 2026 — fully furnished downtown studio with utilities included. Prime Location: Historic home overlooking Government House, steps from Bannerman Park &amp; downtown. Features: * ..."
Furnished room Downtown ,https://www.kijiji.ca/v-room-rental-roommate/st-johns/furnished-room-downtown/1743078863,"St. John&apos;s, NL A1C 1V3",47.564414338006,-52.712246297259,$800,,"Conveniently located on top Longs Hill. Walking distance to all downtown, grocery store, bus stop accross the street. Furnished room. Common area is shared with 2 other responsible individuals. ..."
"30-44 Ropewalk Lane Unit#10 St. John&apos;s, Newfoundland &amp; Labrador",https://www.kijiji.ca/v-commercial-office-space/st-johns/30-44-ropewalk-lane-unit-10-st-johns-newfoundland-labrador/1740288199,"Ropewalk Lane Unit#10, St. John&apos;s, NL, A1E5T2",47.556154642979,-52.735210365027,$19,,Unit 10 at 30–44 Ropewalk Lane offers approximately 920 square feet of versatile commercial space in a well-located and highly accessible area of St. John’s. This ground-level unit provides excellent ...
"22 Vardy&apos;s Avenue Clarenville, Newfoundland &amp; Labrador",https://www.kijiji.ca/v-commercial-office-space/st-johns/22-vardys-avenue-clarenville-newfoundland-labrador/1731471463,"Vardy&apos;s Avenue, Clarenville, NL, A5A1Z9",48.158212572291,-53.966181186839,$900,,"Prime office/retail space available in high traffic location. The current configuration of the 800 sq/ft space includes a boardroom, 2 offices and a bathroom. This would make an ideal location for ..."
"10 Forbes Street Unit#204 St. John&apos;s, Newfoundland &amp; Labrador",https://www.kijiji.ca/v-commercial-office-space/st-johns/10-forbes-street-unit-204-st-johns-newfoundland-labrador/1742982800,"Forbes Street Unit#204, St. John&apos;s, NL, A1E3L5",47.536787333683,-52.745056419049,$1800,,"FOR LEASE! Ideally situated in a convenient, high traffic area, near the Village Mall! Located on the second level, this freshly painted bright and spacious office suite consists of a ..."
"10 Forbes Street Unit#201 St. John&apos;s, Newfoundland &amp; Labrador",https://www.kijiji.ca/v-commercial-office-space/st-johns/10-forbes-street-unit-201-st-johns-newfoundland-labrador/1742982799,"Forbes Street Unit#201, St. John&apos;s, NL, A1E3L5",47.536787333683,-52.745056419049,$825,,"FOR LEASE! Ideally situated in a convenient, high traffic area, near the Village Mall! Located on the second level, this bright and spacious office suite consists of a waiting/reception area, 2 ..."
"320 Torbay Road Unit#202 St. John&apos;s, Newfoundland &amp; Labrador",https://www.kijiji.ca/v-commercial-office-space/st-johns/320-torbay-road-unit-202-st-johns-newfoundland-labrador/1714915881,"Torbay Road Unit#202, St. John&apos;s, NL, A1A4E1",47.603361605482,-52.714929595923,$19,,"Don’t miss your chance to secure this exceptional 1,380 sq ft retail space with prime store frontage in the bustling Fall River Plaza, located in the highly desirable East End of St. John’s. Situated ..."
"75 Tiffany Court Unit#2 St. John&apos;s, Newfoundland &amp; Labrador",https://www.kijiji.ca/v-commercial-office-space/st-johns/75-tiffany-court-unit-2-st-johns-newfoundland-labrador/1735599407,"Tiffany Court Unit#2, St. John&apos;s, NL, A1A0L1",47.588952317642,-52.712981976901,$25,,"Now available in the highly sought-after East End, this professional space offers approximately 968 sq. ft. of well-laid-out floor area, ideal for a wide range of business uses. Situated in a prime ..."
